[ INFO ] [ main | 2025-08-15 00:33:14 ] Starting server on port 8080
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] -Dio.netty.recycler.maxCapacityPerThread: 4096
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] -Dio.netty.recycler.maxSharedCapacityFactor: 2
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] -Dio.netty.recycler.linkCapacity: 16
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] -Dio.netty.recycler.ratio: 8
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] -Dio.netty.recycler.delayedQueue.ratio: 8
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] -Dio.netty.buffer.checkAccessible: true
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] -Dio.netty.buffer.checkBounds: true
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@7f25ae7a
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] Received packet with network id 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] Received client details: 59 2e39cf8e-5f2c-4e13-afcf-79097148cd24 Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] Added player: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] Sent packet with network id 2, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] Sent packet with network id 6, data length: 48
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] Sent packet with network id 4, data length: 56
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] Received packet with network id 80
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] Received tank colors: Color(0, 194, 255, 255), Color(32, 129, 160, 255), Color(16, 162, 207, 255)
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:00 ] Set tank color to: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:02 ] Received packet with network id 82
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:02 ] Sent packet with network id 6, data length: 99
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:08 ] Received packet with network id 5
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:08 ] Sent packet with network id 6, data length: 40
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:08 ] Sent packet with network id 6, data length: 58
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:08 ] Sent packet with network id 6, data length: 41
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:08 ] Sent packet with network id 8, data length: 314
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:08 ] Sent packet with network id 9, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:08 ] Sent packet with network id 43, data length: 171
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:08 ] Sent packet with network id 6, data length: 36
[ INFO ] [ nioEventLoopGroup-3-1 | 2025-08-15 01:09:08 ] Neko110923 performed command: /play 1745816632554
[ INFO ] [ main | 2025-08-15 01:14:31 ] Starting server on port 8080
[ DEBUG] [ main | 2025-08-15 01:14:31 ] Using SLF4J as the default logging framework
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.eventLoopThreads: 24
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.threadLocalMap.stringBuilder.initialSize: 1024
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.threadLocalMap.stringBuilder.maxSize: 4096
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.noKeySetOptimization: false
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.selectorAutoRebuildThreshold: 512
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.noUnsafe: false
[ DEBUG] [ main | 2025-08-15 01:14:31 ] Java version: 21
[ DEBUG] [ main | 2025-08-15 01:14:31 ] sun.misc.Unsafe.theUnsafe: available
[ DEBUG] [ main | 2025-08-15 01:14:31 ] sun.misc.Unsafe.copyMemory: available
[ DEBUG] [ main | 2025-08-15 01:14:31 ] java.nio.Buffer.address: available
[ DEBUG] [ main | 2025-08-15 01:14:31 ] direct buffer constructor: unavailable: java.nio.DirectByteBuffer.<init>(long,int)
[ DEBUG] [ main | 2025-08-15 01:14:31 ] java.nio.Bits.unaligned: available, true
[ DEBUG] [ main | 2025-08-15 01:14:31 ] jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable: class io.netty.util.internal.PlatformDependent0$6 cannot access class jdk.internal.misc.Unsafe (in module java.base) because module java.base does not export jdk.internal.misc to unnamed module @77846d2c
[ DEBUG] [ main | 2025-08-15 01:14:31 ] java.nio.DirectByteBuffer.<init>(long, int): unavailable
[ DEBUG] [ main | 2025-08-15 01:14:31 ] sun.misc.Unsafe: available
[ DEBUG] [ main | 2025-08-15 01:14:31 ] maxDirectMemory: 8543797248 bytes (maybe)
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.tmpdir: C:\Users\admin\AppData\Local\Temp (java.io.tmpdir)
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.bitMode: 64 (sun.arch.data.model)
[ DEBUG] [ main | 2025-08-15 01:14:31 ] Platform: Windows
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.maxDirectMemory: -1 bytes
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.uninitializedArrayAllocationThreshold: -1
[ DEBUG] [ main | 2025-08-15 01:14:31 ] java.nio.ByteBuffer.cleaner(): available
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.noPreferDirect: false
[ DEBUG] [ main | 2025-08-15 01:14:31 ] org.jctools-core.MpscChunkedArrayQueue: available
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.processId: 40528 (auto-detected)
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Djava.net.preferIPv4Stack: false
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Djava.net.preferIPv6Addresses: false
[ DEBUG] [ main | 2025-08-15 01:14:31 ] Loopback interface: loopback_0 (Software Loopback Interface 1, 0:0:0:0:0:0:0:1)
[ DEBUG] [ main | 2025-08-15 01:14:31 ] Failed to get SOMAXCONN from sysctl and file \proc\sys\net\core\somaxconn. Default: 200
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.machineId: 00:00:00:00:00:00:00:e0 (auto-detected)
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.leakDetection.level: simple
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.leakDetection.targetRecords: 4
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.numHeapArenas: 24
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.numDirectArenas: 24
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.pageSize: 8192
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.maxOrder: 11
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.chunkSize: 16777216
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.smallCacheSize: 256
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.normalCacheSize: 64
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.maxCachedBufferCapacity: 32768
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.cacheTrimInterval: 8192
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.cacheTrimIntervalMillis: 0
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.useCacheForAllThreads: true
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.maxCachedByteBuffersPerChunk: 1023
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.allocator.type: pooled
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.threadLocalDirectBufferSize: 0
[ DEBUG] [ main | 2025-08-15 01:14:31 ] -Dio.netty.maxThreadLocalCharBufferSize: 16384
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] -Dio.netty.recycler.maxCapacityPerThread: 4096
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] -Dio.netty.recycler.maxSharedCapacityFactor: 2
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] -Dio.netty.recycler.linkCapacity: 16
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] -Dio.netty.recycler.ratio: 8
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] -Dio.netty.recycler.delayedQueue.ratio: 8
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] -Dio.netty.buffer.checkAccessible: true
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] -Dio.netty.buffer.checkBounds: true
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@5f4593cc
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] Received packet with network id 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] Received client details: 59 2e39cf8e-5f2c-4e13-afcf-79097148cd24 Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] Added player: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] Sent packet with network id 2, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] Sent packet with network id 6, data length: 48
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] Sent packet with network id 4, data length: 56
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] Received packet with network id 80
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] Received tank colors: Color(0, 194, 255, 255), Color(32, 129, 160, 255), Color(16, 162, 207, 255)
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:32 ] Set tank color to: Neko110923
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:35 ] Received packet with network id 82
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:35 ] Sent packet with network id 6, data length: 99
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:42 ] Received packet with network id 5
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:42 ] Sent packet with network id 6, data length: 40
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:42 ] Sent packet with network id 6, data length: 58
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:42 ] Sent packet with network id 6, data length: 41
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:42 ] Sent packet with network id 8, data length: 314
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:42 ] Sent packet with network id 9, data length: 0
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:42 ] Sent packet with network id 43, data length: 171
[ DEBUG] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:42 ] Sent packet with network id 6, data length: 36
[ INFO ] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:42 ] Neko110923 performed command: /play 1745816632554
[ WARN ] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:45 ] An exceptionCaught() event was fired, and it reached at the tail of the pipeline. It usually means the last handler in the pipeline did not handle the exception.
java.net.SocketException: Connection reset
	at java.base/sun.nio.ch.SocketChannelImpl.throwConnectionReset(SocketChannelImpl.java:401)
	at java.base/sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:434)
	at io.netty.buffer.PooledByteBuf.setBytes(PooledByteBuf.java:253)
	at io.netty.buffer.AbstractByteBuf.writeBytes(AbstractByteBuf.java:1132)
	at io.netty.channel.socket.nio.NioSocketChannel.doReadBytes(NioSocketChannel.java:350)
	at io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:151)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:719)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:655)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:581)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:493)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:986)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:1583)
[ INFO ] [ nioEventLoopGroup-3-1 | 2025-08-15 01:14:45 ] Player Neko110923 disconnected
